Register Output,Fraction,Guess for r,guess1,guess2
0101001100000101(bin) = 21253(dec),12/37,37,1,5
0101001100000110(bin) = 21254(dec),12/37,37,1,5
0101001100000111(bin) = 21255(dec),12/37,37,1,5
0101001100001000(bin) = 21256(dec),12/37,37,1,5
0101001100001001(bin) = 21257(dec),12/37,37,1,5
0101001100001010(bin) = 21258(dec),12/37,37,1,5
0101001100001011(bin) = 21259(dec),12/37,37,1,5
0101001100001100(bin) = 21260(dec),12/37,37,1,5
0101001100001101(bin) = 21261(dec),12/37,37,1,5
0101001100001110(bin) = 21262(dec),12/37,37,1,5
0101001100001111(bin) = 21263(dec),12/37,37,1,5
0101001100010000(bin) = 21264(dec),12/37,37,1,5
0101001100010001(bin) = 21265(dec),12/37,37,1,5
0101001100010010(bin) = 21266(dec),12/37,37,1,5
0101001100010011(bin) = 21267(dec),12/37,37,1,5
0101001100010100(bin) = 21268(dec),12/37,37,1,5
0101001100010101(bin) = 21269(dec),12/37,37,1,5
0101001100010110(bin) = 21270(dec),12/37,37,1,5
0101001100010111(bin) = 21271(dec),12/37,37,1,5
0101001100011000(bin) = 21272(dec),12/37,37,1,5
0101001100011001(bin) = 21273(dec),12/37,37,1,5
0101001100011010(bin) = 21274(dec),12/37,37,1,5
0101001100011011(bin) = 21275(dec),12/37,37,1,5
0101001100011100(bin) = 21276(dec),12/37,37,1,5
0101001100011101(bin) = 21277(dec),12/37,37,1,5
0101001110001001(bin) = 21385(dec),16/49,49,5,1
0101001110001010(bin) = 21386(dec),16/49,49,5,1
0101001110001011(bin) = 21387(dec),16/49,49,5,1
0101001110001100(bin) = 21388(dec),16/49,49,5,1
0101001110001101(bin) = 21389(dec),16/49,49,5,1
0101001110001110(bin) = 21390(dec),16/49,49,5,1
0101001110001111(bin) = 21391(dec),16/49,49,5,1
0101001110010000(bin) = 21392(dec),16/49,49,5,1
0101001110010001(bin) = 21393(dec),16/49,49,5,1
0101001110010010(bin) = 21394(dec),16/49,49,5,1
0101001110010011(bin) = 21395(dec),16/49,49,5,1
0101001110010100(bin) = 21396(dec),16/49,49,5,1
0101001110010101(bin) = 21397(dec),16/49,49,5,1
0101001110010110(bin) = 21398(dec),16/49,49,5,1
0101001110010111(bin) = 21399(dec),16/49,49,5,1
0101001110011000(bin) = 21400(dec),16/49,49,5,1
0101001110011001(bin) = 21401(dec),16/49,49,5,1
0101001110011010(bin) = 21402(dec),16/49,49,5,1
0101001110011011(bin) = 21403(dec),16/49,49,5,1
0101001110011100(bin) = 21404(dec),16/49,49,5,1
0101001110011101(bin) = 21405(dec),16/49,49,5,1
0101001110011110(bin) = 21406(dec),16/49,49,5,1
0101001110011111(bin) = 21407(dec),16/49,49,5,1
0101001110100000(bin) = 21408(dec),16/49,49,5,1
0101001110100001(bin) = 21409(dec),16/49,49,5,1
0101001110100010(bin) = 21410(dec),16/49,49,5,1
0101001110100011(bin) = 21411(dec),16/49,49,5,1
0101001110100100(bin) = 21412(dec),16/49,49,5,1
0101001110100101(bin) = 21413(dec),17/52,52,1,5
0101001110100110(bin) = 21414(dec),17/52,52,1,5
0101001110100111(bin) = 21415(dec),17/52,52,1,5
0101001110101000(bin) = 21416(dec),17/52,52,1,5
0101001110101001(bin) = 21417(dec),17/52,52,1,5
0101001110101010(bin) = 21418(dec),17/52,52,1,5
0101001110101011(bin) = 21419(dec),17/52,52,1,5
0101001110101100(bin) = 21420(dec),17/52,52,1,5
0101001110101101(bin) = 21421(dec),17/52,52,1,5
0101001110101110(bin) = 21422(dec),17/52,52,1,5
0101001110101111(bin) = 21423(dec),17/52,52,1,5
0101001110110000(bin) = 21424(dec),17/52,52,1,5
0101001110110001(bin) = 21425(dec),17/52,52,1,5
0101001110110010(bin) = 21426(dec),17/52,52,1,5
0101001110110011(bin) = 21427(dec),17/52,52,1,5
0101001110110100(bin) = 21428(dec),17/52,52,1,5
0101001110110101(bin) = 21429(dec),17/52,52,1,5
0101001110110110(bin) = 21430(dec),17/52,52,1,5
0101001110110111(bin) = 21431(dec),17/52,52,1,5
0101001110111000(bin) = 21432(dec),17/52,52,1,5
0101001110111001(bin) = 21433(dec),17/52,52,1,5
0101001110111010(bin) = 21434(dec),17/52,52,1,5
0101001110111011(bin) = 21435(dec),17/52,52,1,5
0101001110111100(bin) = 21436(dec),17/52,52,1,5
0101011000100100(bin) = 22052(dec),18/53,53,1,5
0101011000100101(bin) = 22053(dec),18/53,53,1,5
0101011000100110(bin) = 22054(dec),18/53,53,1,5
0101011000100111(bin) = 22055(dec),18/53,53,1,5
0101011000101000(bin) = 22056(dec),18/53,53,1,5
0101011000101001(bin) = 22057(dec),18/53,53,1,5
0101011000101010(bin) = 22058(dec),18/53,53,1,5
0101011000101011(bin) = 22059(dec),18/53,53,1,5
0101011000101100(bin) = 22060(dec),18/53,53,1,5
0101011000101101(bin) = 22061(dec),18/53,53,1,5
0101011000101110(bin) = 22062(dec),18/53,53,1,5
0101011000101111(bin) = 22063(dec),18/53,53,1,5
0101011000110000(bin) = 22064(dec),18/53,53,1,5
0101011000110001(bin) = 22065(dec),18/53,53,1,5
0101011000110010(bin) = 22066(dec),18/53,53,1,5
0101011000110011(bin) = 22067(dec),18/53,53,1,5
0101011000110100(bin) = 22068(dec),18/53,53,1,5
0101011000110101(bin) = 22069(dec),18/53,53,1,5
0101011000110110(bin) = 22070(dec),18/53,53,1,5
0101011000110111(bin) = 22071(dec),18/53,53,1,5
0101011000111000(bin) = 22072(dec),18/53,53,1,5
0101011000111001(bin) = 22073(dec),18/53,53,1,5
0101011000111010(bin) = 22074(dec),18/53,53,1,5
0101011000111011(bin) = 22075(dec),18/53,53,1,5
0101011000111100(bin) = 22076(dec),18/53,53,1,5
0101011000111101(bin) = 22077(dec),18/53,53,1,5
0101011000111110(bin) = 22078(dec),18/53,53,1,5
0101011000111111(bin) = 22079(dec),18/53,53,1,5
0101011001000000(bin) = 22080(dec),18/53,53,1,5
0101011001000001(bin) = 22081(dec),18/53,53,1,5
0101011001000010(bin) = 22082(dec),18/53,53,1,5
0101011001000011(bin) = 22083(dec),18/53,53,1,5
0101011001000100(bin) = 22084(dec),18/53,53,1,5
0101011001000101(bin) = 22085(dec),18/53,53,1,5
0101011001000110(bin) = 22086(dec),18/53,53,1,5
0101011001000111(bin) = 22087(dec),18/53,53,1,5
0101011001001000(bin) = 22088(dec),18/53,53,1,5
0101011001001001(bin) = 22089(dec),18/53,53,1,5
0101011001001010(bin) = 22090(dec),18/53,53,1,5
0101011001001011(bin) = 22091(dec),18/53,53,1,5
0101011001001100(bin) = 22092(dec),18/53,53,1,5
0101011001001101(bin) = 22093(dec),18/53,53,1,5
0101011001001110(bin) = 22094(dec),18/53,53,1,5
0101011001001111(bin) = 22095(dec),18/53,53,1,5
0101011001010000(bin) = 22096(dec),18/53,53,1,5
0101011001010001(bin) = 22097(dec),18/53,53,1,5
0101011001010010(bin) = 22098(dec),18/53,53,1,5
0101011001010011(bin) = 22099(dec),18/53,53,1,5
0101011001010100(bin) = 22100(dec),18/53,53,1,5
0101011001010101(bin) = 22101(dec),18/53,53,1,5
0101011001010110(bin) = 22102(dec),18/53,53,1,5
0101011001010111(bin) = 22103(dec),18/53,53,1,5
0101011001011000(bin) = 22104(dec),18/53,53,1,5
0101011001011001(bin) = 22105(dec),18/53,53,1,5
0101011001011010(bin) = 22106(dec),18/53,53,1,5
0101011001011011(bin) = 22107(dec),18/53,53,1,5
0101011001011100(bin) = 22108(dec),18/53,53,1,5
0101011001011101(bin) = 22109(dec),18/53,53,1,5
0101011001011110(bin) = 22110(dec),18/53,53,1,5
0101011001011111(bin) = 22111(dec),18/53,53,1,5
0101011001100000(bin) = 22112(dec),18/53,53,1,5
0101011001100001(bin) = 22113(dec),18/53,53,1,5
0101011001100010(bin) = 22114(dec),18/53,53,1,5
0101011001100011(bin) = 22115(dec),18/53,53,1,5
0101011001100100(bin) = 22116(dec),18/53,53,1,5
0101011001100101(bin) = 22117(dec),18/53,53,1,5
0101011001100110(bin) = 22118(dec),18/53,53,1,5
0101011001100111(bin) = 22119(dec),18/53,53,1,5
0101011001101000(bin) = 22120(dec),18/53,53,1,5
0101011001101001(bin) = 22121(dec),18/53,53,1,5
0101011001101010(bin) = 22122(dec),18/53,53,1,5
0101011001101011(bin) = 22123(dec),18/53,53,1,5
0101011001101100(bin) = 22124(dec),18/53,53,1,5
0101011001101101(bin) = 22125(dec),18/53,53,1,5
0101011001101110(bin) = 22126(dec),18/53,53,1,5
0101011001101111(bin) = 22127(dec),18/53,53,1,5
0101011001110000(bin) = 22128(dec),18/53,53,1,5
0101011001110001(bin) = 22129(dec),18/53,53,1,5
0101011001110010(bin) = 22130(dec),18/53,53,1,5
0101011001110011(bin) = 22131(dec),18/53,53,1,5
0101011001110100(bin) = 22132(dec),18/53,53,1,5
0101011001110101(bin) = 22133(dec),18/53,53,1,5
0101011001110110(bin) = 22134(dec),18/53,53,1,5
0101011001110111(bin) = 22135(dec),18/53,53,1,5
0101011001111000(bin) = 22136(dec),18/53,53,1,5
0101011001111001(bin) = 22137(dec),18/53,53,1,5
0101011001111010(bin) = 22138(dec),18/53,53,1,5
0101011001111011(bin) = 22139(dec),18/53,53,1,5
0101011001111100(bin) = 22140(dec),18/53,53,1,5
0101011001111101(bin) = 22141(dec),18/53,53,1,5
0101011001111110(bin) = 22142(dec),18/53,53,1,5
0101011001111111(bin) = 22143(dec),18/53,53,1,5
0101011010000000(bin) = 22144(dec),18/53,53,1,5
0101011010000001(bin) = 22145(dec),18/53,53,1,5
0101011010000010(bin) = 22146(dec),18/53,53,1,5
0101011010000011(bin) = 22147(dec),18/53,53,1,5
0101011010000100(bin) = 22148(dec),18/53,53,1,5
0101011010000101(bin) = 22149(dec),18/53,53,1,5
0101011010000110(bin) = 22150(dec),18/53,53,1,5
0101011010000111(bin) = 22151(dec),18/53,53,1,5
0101011010001000(bin) = 22152(dec),18/53,53,1,5
0101011010001001(bin) = 22153(dec),18/53,53,1,5
0101011010001010(bin) = 22154(dec),18/53,53,1,5
0101011010001011(bin) = 22155(dec),18/53,53,1,5
0101011010001100(bin) = 22156(dec),18/53,53,1,5
0101011010001101(bin) = 22157(dec),18/53,53,1,5
0101011010001110(bin) = 22158(dec),18/53,53,1,5
0101011010001111(bin) = 22159(dec),18/53,53,1,5
0101011010010000(bin) = 22160(dec),18/53,53,1,5
0101011010010001(bin) = 22161(dec),18/53,53,1,5
0101011010010010(bin) = 22162(dec),18/53,53,1,5
0101011010010011(bin) = 22163(dec),18/53,53,1,5
0101011010010100(bin) = 22164(dec),18/53,53,1,5
0101011010010101(bin) = 22165(dec),18/53,53,1,5
0101011010010110(bin) = 22166(dec),18/53,53,1,5
0101011010010111(bin) = 22167(dec),18/53,53,1,5
0101011010011000(bin) = 22168(dec),18/53,53,1,5
0101011010011001(bin) = 22169(dec),18/53,53,1,5
0101011010011010(bin) = 22170(dec),18/53,53,1,5
0101011010011011(bin) = 22171(dec),18/53,53,1,5
0101011010011100(bin) = 22172(dec),18/53,53,1,5
0101011010011101(bin) = 22173(dec),18/53,53,1,5
0101011010011110(bin) = 22174(dec),18/53,53,1,5
0101011010011111(bin) = 22175(dec),18/53,53,1,5
0101011010100000(bin) = 22176(dec),18/53,53,1,5
0101011010100001(bin) = 22177(dec),18/53,53,1,5
0101011010100010(bin) = 22178(dec),18/53,53,1,5
0101011010100011(bin) = 22179(dec),18/53,53,1,5
0101011010100100(bin) = 22180(dec),18/53,53,1,5
0101011010100101(bin) = 22181(dec),18/53,53,1,5
0101011010100110(bin) = 22182(dec),18/53,53,1,5
0101011010100111(bin) = 22183(dec),18/53,53,1,5
0101011010101000(bin) = 22184(dec),18/53,53,1,5
0101011010101001(bin) = 22185(dec),18/53,53,1,5
0101011010101010(bin) = 22186(dec),18/53,53,1,5
0101011010101011(bin) = 22187(dec),18/53,53,1,5
0101011010101100(bin) = 22188(dec),18/53,53,1,5
0101011010101101(bin) = 22189(dec),18/53,53,1,5
0101011010101110(bin) = 22190(dec),18/53,53,1,5
0101011010101111(bin) = 22191(dec),18/53,53,1,5
0101011010110000(bin) = 22192(dec),18/53,53,1,5
0101011010110001(bin) = 22193(dec),18/53,53,1,5
0101011010110010(bin) = 22194(dec),18/53,53,1,5
0101011010110011(bin) = 22195(dec),18/53,53,1,5
0101011010110100(bin) = 22196(dec),18/53,53,1,5
0101011010110101(bin) = 22197(dec),18/53,53,1,5
0101011010110110(bin) = 22198(dec),18/53,53,1,5
0101011010110111(bin) = 22199(dec),18/53,53,1,5
0101011010111000(bin) = 22200(dec),18/53,53,1,5
0101011010111001(bin) = 22201(dec),18/53,53,1,5
0101011010111010(bin) = 22202(dec),18/53,53,1,5
0101011010111011(bin) = 22203(dec),18/53,53,1,5
0101011010111100(bin) = 22204(dec),18/53,53,1,5
0101011010111101(bin) = 22205(dec),18/53,53,1,5
0101011010111110(bin) = 22206(dec),18/53,53,1,5
0101011010111111(bin) = 22207(dec),18/53,53,1,5
0101011011000000(bin) = 22208(dec),18/53,53,1,5
0101011011000001(bin) = 22209(dec),18/53,53,1,5
0101011011000010(bin) = 22210(dec),18/53,53,1,5
0101011011000011(bin) = 22211(dec),18/53,53,1,5
0101011011000100(bin) = 22212(dec),18/53,53,1,5
0101011011000101(bin) = 22213(dec),18/53,53,1,5
0101011011000110(bin) = 22214(dec),18/53,53,1,5
0101011011000111(bin) = 22215(dec),18/53,53,1,5
0101011011001000(bin) = 22216(dec),18/53,53,1,5
0101011011001001(bin) = 22217(dec),18/53,53,1,5
0101011011001010(bin) = 22218(dec),18/53,53,1,5
0101011011001011(bin) = 22219(dec),18/53,53,1,5
0101011011001100(bin) = 22220(dec),18/53,53,1,5
0101011011001101(bin) = 22221(dec),18/53,53,1,5
0101011011001110(bin) = 22222(dec),18/53,53,1,5
0101011011001111(bin) = 22223(dec),18/53,53,1,5
0101011011010000(bin) = 22224(dec),18/53,53,1,5
0101011011010001(bin) = 22225(dec),18/53,53,1,5
0101011011010010(bin) = 22226(dec),18/53,53,1,5
0101011011010011(bin) = 22227(dec),18/53,53,1,5
0101011011010100(bin) = 22228(dec),18/53,53,1,5
0101011011010101(bin) = 22229(dec),18/53,53,1,5
0101011011010110(bin) = 22230(dec),18/53,53,1,5
0101011011010111(bin) = 22231(dec),18/53,53,1,5
0101011011011000(bin) = 22232(dec),18/53,53,1,5
0101011011011001(bin) = 22233(dec),18/53,53,1,5
0101011011011010(bin) = 22234(dec),18/53,53,1,5
0101011011011011(bin) = 22235(dec),18/53,53,1,5
0101011011011100(bin) = 22236(dec),18/53,53,1,5
0101011011011101(bin) = 22237(dec),18/53,53,1,5
0101011011011110(bin) = 22238(dec),18/53,53,1,5
0101011011011111(bin) = 22239(dec),18/53,53,1,5
0101011011100000(bin) = 22240(dec),18/53,53,1,5
0101011011100001(bin) = 22241(dec),18/53,53,1,5
0101011011100010(bin) = 22242(dec),18/53,53,1,5
0101011011100011(bin) = 22243(dec),18/53,53,1,5
0101011011100100(bin) = 22244(dec),18/53,53,1,5
0101011011100101(bin) = 22245(dec),18/53,53,1,5
0101011011100110(bin) = 22246(dec),18/53,53,1,5
0101011011100111(bin) = 22247(dec),18/53,53,1,5
0101011011101000(bin) = 22248(dec),18/53,53,1,5
0101011011101001(bin) = 22249(dec),18/53,53,1,5
0101011011101010(bin) = 22250(dec),18/53,53,1,5
0101011011101011(bin) = 22251(dec),18/53,53,1,5
0101011011101100(bin) = 22252(dec),18/53,53,1,5
0101011011101101(bin) = 22253(dec),18/53,53,1,5
0101011011101110(bin) = 22254(dec),18/53,53,1,5
0101011011101111(bin) = 22255(dec),18/53,53,1,5
0101011011110000(bin) = 22256(dec),18/53,53,1,5
0101011011110001(bin) = 22257(dec),18/53,53,1,5
0101011011110010(bin) = 22258(dec),18/53,53,1,5
0101011011110011(bin) = 22259(dec),18/53,53,1,5
0101011011110100(bin) = 22260(dec),18/53,53,1,5
0101011011110101(bin) = 22261(dec),18/53,53,1,5
0101011011110110(bin) = 22262(dec),18/53,53,1,5
0101011011110111(bin) = 22263(dec),18/53,53,1,5
0101011011111000(bin) = 22264(dec),18/53,53,1,5
0101011011111001(bin) = 22265(dec),18/53,53,1,5
0101011011111010(bin) = 22266(dec),18/53,53,1,5
0101011011111011(bin) = 22267(dec),18/53,53,1,5
0101011011111100(bin) = 22268(dec),18/53,53,1,5
0101011011111101(bin) = 22269(dec),18/53,53,1,5
0101011011111110(bin) = 22270(dec),17/50,50,1,11
0101011011111111(bin) = 22271(dec),17/50,50,1,11
0101011100000000(bin) = 22272(dec),17/50,50,1,11
0101011100000001(bin) = 22273(dec),17/50,50,1,11
0101011100000010(bin) = 22274(dec),17/50,50,1,11
0101011100000011(bin) = 22275(dec),17/50,50,1,11
0101011100000100(bin) = 22276(dec),17/50,50,1,11
0101011100000101(bin) = 22277(dec),17/50,50,1,11
0101011100000110(bin) = 22278(dec),17/50,50,1,11
0101011100000111(bin) = 22279(dec),17/50,50,1,11
0101011100001000(bin) = 22280(dec),17/50,50,1,11
0101011100001001(bin) = 22281(dec),17/50,50,1,11
0101011100001010(bin) = 22282(dec),17/50,50,1,11
0101011100001011(bin) = 22283(dec),17/50,50,1,11
0101011100001100(bin) = 22284(dec),17/50,50,1,11
0101011100001101(bin) = 22285(dec),17/50,50,1,11
0101011100001110(bin) = 22286(dec),17/50,50,1,11
0101011100001111(bin) = 22287(dec),17/50,50,1,11
0101011100010000(bin) = 22288(dec),17/50,50,1,11
0101011100010001(bin) = 22289(dec),17/50,50,1,11
0101011100010010(bin) = 22290(dec),17/50,50,1,11
0101011100010011(bin) = 22291(dec),17/50,50,1,11
0101011100010100(bin) = 22292(dec),17/50,50,1,11
0101011100010101(bin) = 22293(dec),17/50,50,1,11
0101011100010110(bin) = 22294(dec),17/50,50,1,11
0101011100010111(bin) = 22295(dec),17/50,50,1,11
0101011100011000(bin) = 22296(dec),17/50,50,1,11
0101011100110110(bin) = 22326(dec),15/44,44,1,5
0101011100110111(bin) = 22327(dec),15/44,44,1,5
0101011100111000(bin) = 22328(dec),15/44,44,1,5
0101011100111001(bin) = 22329(dec),15/44,44,1,5
0101011100111010(bin) = 22330(dec),15/44,44,1,5
0101011100111011(bin) = 22331(dec),15/44,44,1,5
0101011100111100(bin) = 22332(dec),15/44,44,1,5
0101011100111101(bin) = 22333(dec),15/44,44,1,5
0101011100111110(bin) = 22334(dec),15/44,44,1,5
0101011100111111(bin) = 22335(dec),15/44,44,1,5
0101011101000000(bin) = 22336(dec),15/44,44,1,5
0101011101000001(bin) = 22337(dec),15/44,44,1,5
0101011101000010(bin) = 22338(dec),15/44,44,1,5
0101011101000011(bin) = 22339(dec),15/44,44,1,5
0101011101000100(bin) = 22340(dec),15/44,44,1,5
0101011101000101(bin) = 22341(dec),15/44,44,1,5
0101011101000110(bin) = 22342(dec),15/44,44,1,5
0101011101000111(bin) = 22343(dec),15/44,44,1,5
0101011101001000(bin) = 22344(dec),15/44,44,1,5
0101011101001001(bin) = 22345(dec),15/44,44,1,5
0101011101001010(bin) = 22346(dec),15/44,44,1,5
0101011101001011(bin) = 22347(dec),15/44,44,1,5
0101011101001100(bin) = 22348(dec),15/44,44,1,5
0101011101001101(bin) = 22349(dec),15/44,44,1,5
0101011101001110(bin) = 22350(dec),15/44,44,1,5
0101011101001111(bin) = 22351(dec),15/44,44,1,5
0101011101010000(bin) = 22352(dec),15/44,44,1,5
0101011101010001(bin) = 22353(dec),15/44,44,1,5
0101011101010010(bin) = 22354(dec),15/44,44,1,5
0101011101010011(bin) = 22355(dec),15/44,44,1,5
0101011101010100(bin) = 22356(dec),15/44,44,1,5
0101011101010101(bin) = 22357(dec),15/44,44,1,5
0101011101010110(bin) = 22358(dec),15/44,44,1,5
0101011101010111(bin) = 22359(dec),15/44,44,1,5
0101011111100011(bin) = 22499(dec),11/32,32,5,1
0101011111100100(bin) = 22500(dec),11/32,32,5,1
0101011111100101(bin) = 22501(dec),11/32,32,5,1
0101011111100110(bin) = 22502(dec),11/32,32,5,1
0101011111100111(bin) = 22503(dec),11/32,32,5,1
0101011111101000(bin) = 22504(dec),11/32,32,5,1
0101011111101001(bin) = 22505(dec),11/32,32,5,1
0101011111101010(bin) = 22506(dec),11/32,32,5,1
0101011111101011(bin) = 22507(dec),11/32,32,5,1
0101011111101100(bin) = 22508(dec),11/32,32,5,1
0101011111101101(bin) = 22509(dec),11/32,32,5,1
0101011111101110(bin) = 22510(dec),11/32,32,5,1
0101011111101111(bin) = 22511(dec),11/32,32,5,1
0101011111110000(bin) = 22512(dec),11/32,32,5,1
0101011111110001(bin) = 22513(dec),11/32,32,5,1
0101011111110010(bin) = 22514(dec),11/32,32,5,1
0101011111110011(bin) = 22515(dec),11/32,32,5,1
0101011111110100(bin) = 22516(dec),11/32,32,5,1
0101011111110101(bin) = 22517(dec),11/32,32,5,1
0101011111110110(bin) = 22518(dec),11/32,32,5,1
0101011111110111(bin) = 22519(dec),11/32,32,5,1
0101011111111000(bin) = 22520(dec),11/32,32,5,1
0101011111111001(bin) = 22521(dec),11/32,32,5,1
0101011111111010(bin) = 22522(dec),11/32,32,5,1
0101011111111011(bin) = 22523(dec),11/32,32,5,1
0101011111111100(bin) = 22524(dec),11/32,32,5,1
0101011111111101(bin) = 22525(dec),11/32,32,5,1
0101011111111110(bin) = 22526(dec),11/32,32,5,1
0101011111111111(bin) = 22527(dec),11/32,32,5,1
0101100000000000(bin) = 22528(dec),11/32,32,5,1
0101100000000001(bin) = 22529(dec),11/32,32,5,1
0101100000000010(bin) = 22530(dec),11/32,32,5,1
0101100000000011(bin) = 22531(dec),11/32,32,5,1
0101100000000100(bin) = 22532(dec),11/32,32,5,1
0101100000000101(bin) = 22533(dec),11/32,32,5,1
0101100000000110(bin) = 22534(dec),11/32,32,5,1
0101100000000111(bin) = 22535(dec),11/32,32,5,1
0101100000001000(bin) = 22536(dec),11/32,32,5,1
0101100000001001(bin) = 22537(dec),11/32,32,5,1
0101100000001010(bin) = 22538(dec),11/32,32,5,1
0101100000001011(bin) = 22539(dec),11/32,32,5,1
0101100000001100(bin) = 22540(dec),11/32,32,5,1
0101100000001101(bin) = 22541(dec),11/32,32,5,1
0101100000001110(bin) = 22542(dec),11/32,32,5,1
0101100000001111(bin) = 22543(dec),11/32,32,5,1
0101100000010000(bin) = 22544(dec),11/32,32,5,1
0101100000010001(bin) = 22545(dec),11/32,32,5,1
0101100000010010(bin) = 22546(dec),11/32,32,5,1
0101100000010011(bin) = 22547(dec),11/32,32,5,1
0101100000010100(bin) = 22548(dec),11/32,32,5,1
0101100000010101(bin) = 22549(dec),11/32,32,5,1
0101100000010110(bin) = 22550(dec),11/32,32,5,1
0101100000010111(bin) = 22551(dec),11/32,32,5,1
0101100000011000(bin) = 22552(dec),11/32,32,5,1
0101100000011001(bin) = 22553(dec),11/32,32,5,1
0101100000011010(bin) = 22554(dec),11/32,32,5,1
0101100000011011(bin) = 22555(dec),11/32,32,5,1
0101100000011100(bin) = 22556(dec),11/32,32,5,1
0101100000011101(bin) = 22557(dec),11/32,32,5,1
0101100000011110(bin) = 22558(dec),11/32,32,5,1
0101100000011111(bin) = 22559(dec),11/32,32,5,1
0101100000100000(bin) = 22560(dec),11/32,32,5,1
0101100000100001(bin) = 22561(dec),11/32,32,5,1
0101100000100010(bin) = 22562(dec),11/32,32,5,1
0101100000100011(bin) = 22563(dec),11/32,32,5,1
0101100000100100(bin) = 22564(dec),10/29,29,1,5
0101100000100101(bin) = 22565(dec),10/29,29,1,5
0101100000100110(bin) = 22566(dec),10/29,29,1,5
0101100000100111(bin) = 22567(dec),10/29,29,1,5
0101100000101000(bin) = 22568(dec),10/29,29,1,5
0101100000101001(bin) = 22569(dec),10/29,29,1,5
0101100000101010(bin) = 22570(dec),10/29,29,1,5
0101100000101011(bin) = 22571(dec),10/29,29,1,5
0101100000101100(bin) = 22572(dec),10/29,29,1,5
0101100000101101(bin) = 22573(dec),10/29,29,1,5
0101100000101110(bin) = 22574(dec),10/29,29,1,5
0101100000101111(bin) = 22575(dec),10/29,29,1,5
0101100000110000(bin) = 22576(dec),10/29,29,1,5
0101100000110001(bin) = 22577(dec),10/29,29,1,5
0101100000110010(bin) = 22578(dec),10/29,29,1,5
0101100000110011(bin) = 22579(dec),10/29,29,1,5
0101100000110100(bin) = 22580(dec),10/29,29,1,5
0101100000110101(bin) = 22581(dec),10/29,29,1,5
0101100000110110(bin) = 22582(dec),10/29,29,1,5
0101100000110111(bin) = 22583(dec),10/29,29,1,5
