Register Output,Fraction,Guess for r,guess1,guess2,iterations
010011000010010(bin) = 9746(dec),11/37,37,1,5,0
010011000010011(bin) = 9747(dec),11/37,37,1,5,0
010011000010100(bin) = 9748(dec),11/37,37,1,5,0
010011000010101(bin) = 9749(dec),11/37,37,1,5,0
010011000010110(bin) = 9750(dec),11/37,37,1,5,0
010011000010111(bin) = 9751(dec),11/37,37,1,5,0
010011001000100(bin) = 9796(dec),3/10,10,1,11,0
010011001000101(bin) = 9797(dec),3/10,10,1,11,0
010011001000110(bin) = 9798(dec),3/10,10,1,11,0
010011001000111(bin) = 9799(dec),3/10,10,1,11,0
010011001001000(bin) = 9800(dec),3/10,10,1,11,0
010011001001001(bin) = 9801(dec),3/10,10,1,11,0
010011001001010(bin) = 9802(dec),3/10,10,1,11,0
010011001001011(bin) = 9803(dec),3/10,10,1,11,0
010011001001100(bin) = 9804(dec),3/10,10,1,11,0
010011001001101(bin) = 9805(dec),3/10,10,1,11,0
010011001001111(bin) = 9807(dec),3/10,10,1,11,0
010011001010000(bin) = 9808(dec),3/10,10,1,11,0
010011001010001(bin) = 9809(dec),3/10,10,1,11,0
010011001010010(bin) = 9810(dec),3/10,10,1,11,0
010011001010011(bin) = 9811(dec),3/10,10,1,11,0
010011001010100(bin) = 9812(dec),3/10,10,1,11,0
010011001010110(bin) = 9814(dec),3/10,10,1,11,0
010011001010111(bin) = 9815(dec),3/10,10,1,11,0
010011001011000(bin) = 9816(dec),3/10,10,1,11,0
010011001011001(bin) = 9817(dec),3/10,10,1,11,0
010011001011101(bin) = 9821(dec),3/10,10,1,11,0
010011001101110(bin) = 9838(dec),3/10,10,1,11,0
010011001101111(bin) = 9839(dec),3/10,10,1,11,0
010011001110001(bin) = 9841(dec),3/10,10,1,11,0
010011001110100(bin) = 9844(dec),3/10,10,1,11,0
010011001110111(bin) = 9847(dec),3/10,10,1,11,0
010011001111000(bin) = 9848(dec),3/10,10,1,11,0
010011001111001(bin) = 9849(dec),3/10,10,1,11,0
010011001111011(bin) = 9851(dec),3/10,10,1,11,0
010011001111100(bin) = 9852(dec),3/10,10,1,11,0
010011001111101(bin) = 9853(dec),3/10,10,1,11,0
010011001111111(bin) = 9855(dec),3/10,10,1,11,0
010011010000000(bin) = 9856(dec),3/10,10,1,11,0
010011010000001(bin) = 9857(dec),3/10,10,1,11,0
010011010000010(bin) = 9858(dec),3/10,10,1,11,0
010011010000011(bin) = 9859(dec),3/10,10,1,11,0
010011010000100(bin) = 9860(dec),3/10,10,1,11,0
010011010000101(bin) = 9861(dec),3/10,10,1,11,0
010011010000110(bin) = 9862(dec),16/53,53,1,5,0
010011010000111(bin) = 9863(dec),16/53,53,1,5,0
010011010001000(bin) = 9864(dec),16/53,53,1,5,0
010011010001001(bin) = 9865(dec),16/53,53,1,5,0
010011010001011(bin) = 9867(dec),16/53,53,1,5,0
010011010001100(bin) = 9868(dec),16/53,53,1,5,0
010011010001101(bin) = 9869(dec),16/53,53,1,5,0
010011010001110(bin) = 9870(dec),16/53,53,1,5,0
010011010001111(bin) = 9871(dec),16/53,53,1,5,0
010011010010000(bin) = 9872(dec),16/53,53,1,5,0
010011010010001(bin) = 9873(dec),16/53,53,1,5,0
010011010010010(bin) = 9874(dec),16/53,53,1,5,0
010011010010011(bin) = 9875(dec),16/53,53,1,5,0
010011010010100(bin) = 9876(dec),16/53,53,1,5,0
010011010010101(bin) = 9877(dec),16/53,53,1,5,0
010011010010110(bin) = 9878(dec),16/53,53,1,5,0
010011010010111(bin) = 9879(dec),16/53,53,1,5,0
010011010011000(bin) = 9880(dec),16/53,53,1,5,0
010011010011001(bin) = 9881(dec),16/53,53,1,5,0
010011010011010(bin) = 9882(dec),16/53,53,1,5,0
010011010011011(bin) = 9883(dec),16/53,53,1,5,0
010011010011100(bin) = 9884(dec),16/53,53,1,5,0
010011010011101(bin) = 9885(dec),16/53,53,1,5,0
010011010011110(bin) = 9886(dec),16/53,53,1,5,0
010011010011111(bin) = 9887(dec),16/53,53,1,5,0
010011010100000(bin) = 9888(dec),16/53,53,1,5,0
010011010100001(bin) = 9889(dec),16/53,53,1,5,0
010011010100010(bin) = 9890(dec),16/53,53,1,5,0
010011010100011(bin) = 9891(dec),16/53,53,1,5,0
010011010100100(bin) = 9892(dec),16/53,53,1,5,0
010011010100101(bin) = 9893(dec),16/53,53,1,5,0
010011010100110(bin) = 9894(dec),16/53,53,1,5,0
010011010100111(bin) = 9895(dec),16/53,53,1,5,0
010011010101000(bin) = 9896(dec),16/53,53,1,5,0
010011010101001(bin) = 9897(dec),16/53,53,1,5,0
010011010101010(bin) = 9898(dec),16/53,53,1,5,0
010011010101011(bin) = 9899(dec),16/53,53,1,5,0
010011010111111(bin) = 9919(dec),10/33,33,5,1,0
010011011000000(bin) = 9920(dec),10/33,33,5,1,0
010011011000001(bin) = 9921(dec),10/33,33,5,1,0
010011011000010(bin) = 9922(dec),10/33,33,5,1,0
010011011000011(bin) = 9923(dec),10/33,33,5,1,0
010011011000100(bin) = 9924(dec),10/33,33,5,1,0
010011011000101(bin) = 9925(dec),10/33,33,5,1,0
010011011000110(bin) = 9926(dec),10/33,33,5,1,0
010011011000111(bin) = 9927(dec),10/33,33,5,1,0
010011011001000(bin) = 9928(dec),10/33,33,5,1,0
010011011001001(bin) = 9929(dec),10/33,33,5,1,0
010011011001010(bin) = 9930(dec),10/33,33,5,1,0
010011011001011(bin) = 9931(dec),10/33,33,5,1,0
010011011001100(bin) = 9932(dec),10/33,33,5,1,0
010011011001101(bin) = 9933(dec),10/33,33,5,1,0
010011011001110(bin) = 9934(dec),10/33,33,5,1,0
010011011010000(bin) = 9936(dec),10/33,33,5,1,0
010011011010001(bin) = 9937(dec),10/33,33,5,1,0
010011011010010(bin) = 9938(dec),10/33,33,5,1,0
010011011010011(bin) = 9939(dec),10/33,33,5,1,0
010011011010100(bin) = 9940(dec),10/33,33,5,1,0
010011011010101(bin) = 9941(dec),10/33,33,5,1,0
010011011010110(bin) = 9942(dec),10/33,33,5,1,0
010011011010111(bin) = 9943(dec),10/33,33,5,1,0
010011011011000(bin) = 9944(dec),10/33,33,5,1,0
010011011011001(bin) = 9945(dec),10/33,33,5,1,0
010011011011010(bin) = 9946(dec),10/33,33,5,1,0
010011011011011(bin) = 9947(dec),10/33,33,5,1,0
010011011011100(bin) = 9948(dec),10/33,33,5,1,0
010011011011101(bin) = 9949(dec),10/33,33,5,1,0
010011011011110(bin) = 9950(dec),10/33,33,5,1,0
010011011011111(bin) = 9951(dec),10/33,33,5,1,0
010011100001001(bin) = 9993(dec),11/36,36,1,5,0
010011100001010(bin) = 9994(dec),11/36,36,1,5,0
010011100001011(bin) = 9995(dec),11/36,36,1,5,0
010011100001100(bin) = 9996(dec),11/36,36,1,5,0
010011100001101(bin) = 9997(dec),11/36,36,1,5,0
010011100001110(bin) = 9998(dec),11/36,36,1,5,0
010011100001111(bin) = 9999(dec),11/36,36,1,5,0
010011100010000(bin) = 10000(dec),11/36,36,1,5,0
010011100010001(bin) = 10001(dec),11/36,36,1,5,0
010011100010010(bin) = 10002(dec),11/36,36,1,5,0
010011100010011(bin) = 10003(dec),11/36,36,1,5,0
010011100010100(bin) = 10004(dec),11/36,36,1,5,0
010011100010101(bin) = 10005(dec),11/36,36,1,5,0
010011100010110(bin) = 10006(dec),11/36,36,1,5,0
010011100010111(bin) = 10007(dec),11/36,36,1,5,0
010011100011000(bin) = 10008(dec),11/36,36,1,5,0
010011100011001(bin) = 10009(dec),11/36,36,1,5,0
010011100011010(bin) = 10010(dec),11/36,36,1,5,0
010011100011011(bin) = 10011(dec),11/36,36,1,5,0
010011100011100(bin) = 10012(dec),11/36,36,1,5,0
010011100011101(bin) = 10013(dec),11/36,36,1,5,0
010011100011110(bin) = 10014(dec),11/36,36,1,5,0
010011100011111(bin) = 10015(dec),11/36,36,1,5,0
010011100100000(bin) = 10016(dec),11/36,36,1,5,0
010011100100001(bin) = 10017(dec),11/36,36,1,5,0
010011100100010(bin) = 10018(dec),11/36,36,1,5,0
010011100100011(bin) = 10019(dec),11/36,36,1,5,0
010011100100100(bin) = 10020(dec),11/36,36,1,5,0
010011100100101(bin) = 10021(dec),11/36,36,1,5,0
010011100100110(bin) = 10022(dec),15/49,49,5,1,0
010011100100111(bin) = 10023(dec),15/49,49,5,1,0
010011100101000(bin) = 10024(dec),15/49,49,5,1,0
010011100101001(bin) = 10025(dec),15/49,49,5,1,0
010011100101010(bin) = 10026(dec),15/49,49,5,1,0
010011100101011(bin) = 10027(dec),15/49,49,5,1,0
010011100101100(bin) = 10028(dec),15/49,49,5,1,0
010011100101101(bin) = 10029(dec),15/49,49,5,1,0
010011100101110(bin) = 10030(dec),15/49,49,5,1,0
010011100101111(bin) = 10031(dec),15/49,49,5,1,0
010011100110000(bin) = 10032(dec),15/49,49,5,1,0
010011100110001(bin) = 10033(dec),15/49,49,5,1,0
010011100110010(bin) = 10034(dec),15/49,49,5,1,0
010011100110011(bin) = 10035(dec),15/49,49,5,1,0
010011100110100(bin) = 10036(dec),15/49,49,5,1,0
010011100110101(bin) = 10037(dec),15/49,49,5,1,0
010011100110110(bin) = 10038(dec),15/49,49,5,1,0
010011100110111(bin) = 10039(dec),15/49,49,5,1,0
010011100111000(bin) = 10040(dec),15/49,49,5,1,0
010011100111001(bin) = 10041(dec),15/49,49,5,1,0
010011100111010(bin) = 10042(dec),15/49,49,5,1,0
010011100111011(bin) = 10043(dec),15/49,49,5,1,0
010011100111100(bin) = 10044(dec),15/49,49,5,1,0
010011100111101(bin) = 10045(dec),15/49,49,5,1,0
010011100111110(bin) = 10046(dec),15/49,49,5,1,0
010011100111111(bin) = 10047(dec),15/49,49,5,1,0
010011101000000(bin) = 10048(dec),15/49,49,5,1,0
010011101000001(bin) = 10049(dec),15/49,49,5,1,0
010011101000010(bin) = 10050(dec),15/49,49,5,1,0
010011101000011(bin) = 10051(dec),15/49,49,5,1,0
010011101000100(bin) = 10052(dec),15/49,49,5,1,0
010011101000101(bin) = 10053(dec),15/49,49,5,1,0
010011101000110(bin) = 10054(dec),15/49,49,5,1,0
010011101000111(bin) = 10055(dec),15/49,49,5,1,0
010011101001000(bin) = 10056(dec),15/49,49,5,1,0
010011101001001(bin) = 10057(dec),4/13,13,1,5,0
010011101001010(bin) = 10058(dec),4/13,13,1,5,0
010011101001011(bin) = 10059(dec),4/13,13,1,5,0
010011101001100(bin) = 10060(dec),4/13,13,1,5,0
010011101001101(bin) = 10061(dec),4/13,13,1,5,0
010011101001110(bin) = 10062(dec),4/13,13,1,5,0
010011101001111(bin) = 10063(dec),4/13,13,1,5,0
010011101010000(bin) = 10064(dec),4/13,13,1,5,0
010011101010001(bin) = 10065(dec),4/13,13,1,5,0
010011101010010(bin) = 10066(dec),4/13,13,1,5,0
010011101010011(bin) = 10067(dec),4/13,13,1,5,0
010011101010100(bin) = 10068(dec),4/13,13,1,5,0
010011101010101(bin) = 10069(dec),4/13,13,1,5,0
010011101010110(bin) = 10070(dec),4/13,13,1,5,0
010011101010111(bin) = 10071(dec),4/13,13,1,5,0
010011101011000(bin) = 10072(dec),4/13,13,1,5,0
010011101011001(bin) = 10073(dec),4/13,13,1,5,0
010011101011010(bin) = 10074(dec),4/13,13,1,5,0
010011101011011(bin) = 10075(dec),4/13,13,1,5,0
010011101011100(bin) = 10076(dec),4/13,13,1,5,0
010011101011101(bin) = 10077(dec),4/13,13,1,5,0
010011101011110(bin) = 10078(dec),4/13,13,1,5,0
010011101011111(bin) = 10079(dec),4/13,13,1,5,0
010011101100000(bin) = 10080(dec),4/13,13,1,5,0
010011101100001(bin) = 10081(dec),4/13,13,1,5,0
010011101100010(bin) = 10082(dec),4/13,13,1,5,0
010011101100011(bin) = 10083(dec),4/13,13,1,5,0
010011101100100(bin) = 10084(dec),4/13,13,1,5,0
010011101100101(bin) = 10085(dec),4/13,13,1,5,0
010011101100110(bin) = 10086(dec),4/13,13,1,5,0
010011101100111(bin) = 10087(dec),4/13,13,1,5,0
010011101101000(bin) = 10088(dec),4/13,13,1,5,0
010011101101001(bin) = 10089(dec),4/13,13,1,5,0
010011101101010(bin) = 10090(dec),4/13,13,1,5,0
010011101101011(bin) = 10091(dec),4/13,13,1,5,0
010011101101100(bin) = 10092(dec),4/13,13,1,5,0
010011101101101(bin) = 10093(dec),4/13,13,1,5,0
010011101101110(bin) = 10094(dec),4/13,13,1,5,0
010011101101111(bin) = 10095(dec),4/13,13,1,5,0
010011101110000(bin) = 10096(dec),4/13,13,1,5,0
010011101110001(bin) = 10097(dec),4/13,13,1,5,0
010011101110010(bin) = 10098(dec),4/13,13,1,5,0
010011101110011(bin) = 10099(dec),4/13,13,1,5,0
010011101110100(bin) = 10100(dec),4/13,13,1,5,0
010011101110101(bin) = 10101(dec),4/13,13,1,5,0
010011101110110(bin) = 10102(dec),4/13,13,1,5,0
010011101110111(bin) = 10103(dec),4/13,13,1,5,0
010011101111000(bin) = 10104(dec),4/13,13,1,5,0
010011101111001(bin) = 10105(dec),4/13,13,1,5,0
010011110101100(bin) = 10156(dec),9/29,29,1,5,0
010011110101101(bin) = 10157(dec),9/29,29,1,5,0
010011110101110(bin) = 10158(dec),9/29,29,1,5,0
010011110101111(bin) = 10159(dec),9/29,29,1,5,0
010011110110000(bin) = 10160(dec),9/29,29,1,5,0
010011110110001(bin) = 10161(dec),9/29,29,1,5,0
010011110110010(bin) = 10162(dec),9/29,29,1,5,0
010011110110011(bin) = 10163(dec),9/29,29,1,5,0
010011110110100(bin) = 10164(dec),9/29,29,1,5,0
010011110110101(bin) = 10165(dec),9/29,29,1,5,0
010011110110110(bin) = 10166(dec),9/29,29,1,5,0
010011110110111(bin) = 10167(dec),9/29,29,1,5,0
010011110111000(bin) = 10168(dec),9/29,29,1,5,0
010011110111001(bin) = 10169(dec),9/29,29,1,5,0
010011110111010(bin) = 10170(dec),9/29,29,1,5,0
010011110111011(bin) = 10171(dec),9/29,29,1,5,0
010011110111100(bin) = 10172(dec),9/29,29,1,5,0
010011110111101(bin) = 10173(dec),9/29,29,1,5,0
010011110111110(bin) = 10174(dec),9/29,29,1,5,0
010011110111111(bin) = 10175(dec),9/29,29,1,5,0
010011111000000(bin) = 10176(dec),9/29,29,1,5,0
010011111000001(bin) = 10177(dec),9/29,29,1,5,0
010011111000010(bin) = 10178(dec),9/29,29,1,5,0
010011111000011(bin) = 10179(dec),9/29,29,1,5,0
010011111000100(bin) = 10180(dec),9/29,29,1,5,0
010011111000101(bin) = 10181(dec),9/29,29,1,5,0
010011111000110(bin) = 10182(dec),14/45,45,1,5,0
010011111000111(bin) = 10183(dec),14/45,45,1,5,0
010011111001000(bin) = 10184(dec),14/45,45,1,5,0
010011111001001(bin) = 10185(dec),14/45,45,1,5,0
010011111001010(bin) = 10186(dec),14/45,45,1,5,0
010011111001011(bin) = 10187(dec),14/45,45,1,5,0
010011111001100(bin) = 10188(dec),14/45,45,1,5,0
010011111001101(bin) = 10189(dec),14/45,45,1,5,0
010011111001110(bin) = 10190(dec),14/45,45,1,5,0
010011111001111(bin) = 10191(dec),14/45,45,1,5,0
010011111010000(bin) = 10192(dec),14/45,45,1,5,0
010011111010001(bin) = 10193(dec),14/45,45,1,5,0
010011111010010(bin) = 10194(dec),14/45,45,1,5,0
010011111010011(bin) = 10195(dec),14/45,45,1,5,0
010011111010100(bin) = 10196(dec),14/45,45,1,5,0
010011111010101(bin) = 10197(dec),14/45,45,1,5,0
010011111010110(bin) = 10198(dec),14/45,45,1,5,0
010011111010111(bin) = 10199(dec),14/45,45,1,5,0
010011111011000(bin) = 10200(dec),14/45,45,1,5,0
010011111011001(bin) = 10201(dec),14/45,45,1,5,0
010011111011010(bin) = 10202(dec),14/45,45,1,5,0
010011111011011(bin) = 10203(dec),14/45,45,1,5,0
010011111011100(bin) = 10204(dec),14/45,45,1,5,0
010011111011101(bin) = 10205(dec),14/45,45,1,5,0
010011111011110(bin) = 10206(dec),14/45,45,1,5,0
010011111011111(bin) = 10207(dec),14/45,45,1,5,0
010011111100000(bin) = 10208(dec),14/45,45,1,5,0
010011111100001(bin) = 10209(dec),14/45,45,1,5,0
010011111100010(bin) = 10210(dec),14/45,45,1,5,0
010011111100011(bin) = 10211(dec),14/45,45,1,5,0
010011111100100(bin) = 10212(dec),14/45,45,1,5,0
010011111100101(bin) = 10213(dec),14/45,45,1,5,0
010011111100110(bin) = 10214(dec),14/45,45,1,5,0
010011111100111(bin) = 10215(dec),14/45,45,1,5,0
010011111101000(bin) = 10216(dec),14/45,45,1,5,0
010011111101001(bin) = 10217(dec),14/45,45,1,5,0
010011111101010(bin) = 10218(dec),5/16,16,5,1,0
010011111101011(bin) = 10219(dec),5/16,16,5,1,0
010011111101100(bin) = 10220(dec),5/16,16,5,1,0
010011111101101(bin) = 10221(dec),5/16,16,5,1,0
010011111101110(bin) = 10222(dec),5/16,16,5,1,0
010011111101111(bin) = 10223(dec),5/16,16,5,1,0
010011111110000(bin) = 10224(dec),5/16,16,5,1,0
010011111110001(bin) = 10225(dec),5/16,16,5,1,0
010011111110010(bin) = 10226(dec),5/16,16,5,1,0
010011111110011(bin) = 10227(dec),5/16,16,5,1,0
010011111110100(bin) = 10228(dec),5/16,16,5,1,0
010011111110101(bin) = 10229(dec),5/16,16,5,1,0
010011111110110(bin) = 10230(dec),5/16,16,5,1,0
010011111110111(bin) = 10231(dec),5/16,16,5,1,0
010011111111000(bin) = 10232(dec),5/16,16,5,1,0
010011111111001(bin) = 10233(dec),5/16,16,5,1,0
010011111111010(bin) = 10234(dec),5/16,16,5,1,0
010011111111011(bin) = 10235(dec),5/16,16,5,1,0
010011111111100(bin) = 10236(dec),5/16,16,5,1,0
010011111111101(bin) = 10237(dec),5/16,16,5,1,0
010011111111110(bin) = 10238(dec),5/16,16,5,1,0
010011111111111(bin) = 10239(dec),5/16,16,5,1,0
010100000000000(bin) = 10240(dec),5/16,16,5,1,0
010100000000001(bin) = 10241(dec),5/16,16,5,1,0
010100000000010(bin) = 10242(dec),5/16,16,5,1,0
010100000000011(bin) = 10243(dec),5/16,16,5,1,0
010100000000100(bin) = 10244(dec),5/16,16,5,1,0
010100000000101(bin) = 10245(dec),5/16,16,5,1,0
010100000000110(bin) = 10246(dec),5/16,16,5,1,0
010100000000111(bin) = 10247(dec),5/16,16,5,1,0
010100000001000(bin) = 10248(dec),5/16,16,5,1,0
010100000001001(bin) = 10249(dec),5/16,16,5,1,0
010100000001010(bin) = 10250(dec),5/16,16,5,1,0
010100000001011(bin) = 10251(dec),5/16,16,5,1,0
010100000001100(bin) = 10252(dec),5/16,16,5,1,0
010100000001101(bin) = 10253(dec),5/16,16,5,1,0
010100000001110(bin) = 10254(dec),5/16,16,5,1,0
010100000001111(bin) = 10255(dec),5/16,16,5,1,0
010100000010000(bin) = 10256(dec),5/16,16,5,1,0
010100000010001(bin) = 10257(dec),5/16,16,5,1,0
010100000010010(bin) = 10258(dec),5/16,16,5,1,0
010100000010011(bin) = 10259(dec),5/16,16,5,1,0
010100000010100(bin) = 10260(dec),5/16,16,5,1,0
010100000010101(bin) = 10261(dec),16/51,51,1,11,0
010100000010110(bin) = 10262(dec),16/51,51,1,11,0
010100000010111(bin) = 10263(dec),16/51,51,1,11,0
010100000011000(bin) = 10264(dec),16/51,51,1,11,0
010100000011001(bin) = 10265(dec),16/51,51,1,11,0
010100000011010(bin) = 10266(dec),16/51,51,1,11,0
010100000011011(bin) = 10267(dec),16/51,51,1,11,0
010100000011100(bin) = 10268(dec),16/51,51,1,11,0
010100000011101(bin) = 10269(dec),16/51,51,1,11,0
010100000011110(bin) = 10270(dec),16/51,51,1,11,0
010100000011111(bin) = 10271(dec),16/51,51,1,11,0
010100000100000(bin) = 10272(dec),16/51,51,1,11,0
010100000100001(bin) = 10273(dec),16/51,51,1,11,0
010100000100010(bin) = 10274(dec),16/51,51,1,11,0
010100000100011(bin) = 10275(dec),16/51,51,1,11,0
010100000100100(bin) = 10276(dec),16/51,51,1,11,0
010100000100101(bin) = 10277(dec),16/51,51,1,11,0
010100000100110(bin) = 10278(dec),16/51,51,1,11,0
010100000100111(bin) = 10279(dec),16/51,51,1,11,0
010100000101000(bin) = 10280(dec),16/51,51,1,11,0
010100000101001(bin) = 10281(dec),16/51,51,1,11,0
010100000101010(bin) = 10282(dec),16/51,51,1,11,0
010100000101011(bin) = 10283(dec),16/51,51,1,11,0
010100000101100(bin) = 10284(dec),16/51,51,1,11,0
010100000101101(bin) = 10285(dec),16/51,51,1,11,0
010100000101110(bin) = 10286(dec),16/51,51,1,11,0
010100000101111(bin) = 10287(dec),16/51,51,1,11,0
010100000110000(bin) = 10288(dec),16/51,51,1,11,0
010100000110001(bin) = 10289(dec),16/51,51,1,11,0
010100011101000(bin) = 10472(dec),8/25,25,5,1,0
010100011101001(bin) = 10473(dec),8/25,25,5,1,0
010100011101010(bin) = 10474(dec),8/25,25,5,1,0
010100011101011(bin) = 10475(dec),8/25,25,5,1,0
010100011101100(bin) = 10476(dec),8/25,25,5,1,0
010100011101101(bin) = 10477(dec),8/25,25,5,1,0
010100011101110(bin) = 10478(dec),8/25,25,5,1,0
010100011101111(bin) = 10479(dec),8/25,25,5,1,0
010100011110000(bin) = 10480(dec),8/25,25,5,1,0
010100011110001(bin) = 10481(dec),8/25,25,5,1,0
010100011110010(bin) = 10482(dec),8/25,25,5,1,0
010100011110011(bin) = 10483(dec),8/25,25,5,1,0
010100011110100(bin) = 10484(dec),8/25,25,5,1,0
010100011110101(bin) = 10485(dec),8/25,25,5,1,0
010100011110110(bin) = 10486(dec),8/25,25,5,1,0
010100011110111(bin) = 10487(dec),8/25,25,5,1,0
010100011111000(bin) = 10488(dec),8/25,25,5,1,0
010100011111001(bin) = 10489(dec),8/25,25,5,1,0
010100011111010(bin) = 10490(dec),8/25,25,5,1,0
010100011111011(bin) = 10491(dec),8/25,25,5,1,0
010100011111100(bin) = 10492(dec),8/25,25,5,1,0
010100011111101(bin) = 10493(dec),8/25,25,5,1,0
010100011111110(bin) = 10494(dec),8/25,25,5,1,0
010100011111111(bin) = 10495(dec),8/25,25,5,1,0
010100100000000(bin) = 10496(dec),8/25,25,5,1,0
010100100000001(bin) = 10497(dec),8/25,25,5,1,0
010100100000010(bin) = 10498(dec),8/25,25,5,1,0
010100100000011(bin) = 10499(dec),17/53,53,1,5,0
010100100000100(bin) = 10500(dec),17/53,53,1,5,0
010100100000101(bin) = 10501(dec),17/53,53,1,5,0
010100100000110(bin) = 10502(dec),17/53,53,1,5,0
010100100000111(bin) = 10503(dec),17/53,53,1,5,0
010100100001000(bin) = 10504(dec),17/53,53,1,5,0
010100100001001(bin) = 10505(dec),17/53,53,1,5,0
010100100001010(bin) = 10506(dec),17/53,53,1,5,0
010100100001011(bin) = 10507(dec),17/53,53,1,5,0
010100100001100(bin) = 10508(dec),17/53,53,1,5,0
010100100001101(bin) = 10509(dec),17/53,53,1,5,0
010100100001110(bin) = 10510(dec),17/53,53,1,5,0
010100100001111(bin) = 10511(dec),17/53,53,1,5,0
010100100010000(bin) = 10512(dec),17/53,53,1,5,0
010100100010001(bin) = 10513(dec),17/53,53,1,5,0
010100100010010(bin) = 10514(dec),17/53,53,1,5,0
010100100010011(bin) = 10515(dec),17/53,53,1,5,0
010100100010100(bin) = 10516(dec),17/53,53,1,5,0
010100100010101(bin) = 10517(dec),17/53,53,1,5,0
010100100010110(bin) = 10518(dec),17/53,53,1,5,0
010100100010111(bin) = 10519(dec),17/53,53,1,5,0
010100100011000(bin) = 10520(dec),17/53,53,1,5,0
010100100011001(bin) = 10521(dec),17/53,53,1,5,0
010100100011010(bin) = 10522(dec),9/28,28,1,5,0
010100100011011(bin) = 10523(dec),9/28,28,1,5,0
010100100011100(bin) = 10524(dec),9/28,28,1,5,0
010100100011101(bin) = 10525(dec),9/28,28,1,5,0
010100100011110(bin) = 10526(dec),9/28,28,1,5,0
010100100011111(bin) = 10527(dec),9/28,28,1,5,0
010100100100000(bin) = 10528(dec),9/28,28,1,5,0
010100100100001(bin) = 10529(dec),9/28,28,1,5,0
010100100100010(bin) = 10530(dec),9/28,28,1,5,0
010100100100011(bin) = 10531(dec),9/28,28,1,5,0
010100100100100(bin) = 10532(dec),9/28,28,1,5,0
010100100100101(bin) = 10533(dec),9/28,28,1,5,0
010100100100110(bin) = 10534(dec),9/28,28,1,5,0
010100100100111(bin) = 10535(dec),9/28,28,1,5,0
010100100101000(bin) = 10536(dec),9/28,28,1,5,0
010100100101001(bin) = 10537(dec),9/28,28,1,5,0
010100100101010(bin) = 10538(dec),9/28,28,1,5,0
010100100101011(bin) = 10539(dec),9/28,28,1,5,0
010100100101100(bin) = 10540(dec),9/28,28,1,5,0
010100100101101(bin) = 10541(dec),9/28,28,1,5,0
010100100101110(bin) = 10542(dec),9/28,28,1,5,0
010100100101111(bin) = 10543(dec),9/28,28,1,5,0
010100100110000(bin) = 10544(dec),9/28,28,1,5,0
010100100110001(bin) = 10545(dec),9/28,28,1,5,0
010100100110010(bin) = 10546(dec),9/28,28,1,5,0
010100100110011(bin) = 10547(dec),9/28,28,1,5,0
010100100110100(bin) = 10548(dec),9/28,28,1,5,0
010100100110101(bin) = 10549(dec),9/28,28,1,5,0
010100100110110(bin) = 10550(dec),9/28,28,1,5,0
010100100110111(bin) = 10551(dec),9/28,28,1,5,0
010100100111000(bin) = 10552(dec),10/31,31,1,11,0
010100100111001(bin) = 10553(dec),10/31,31,1,11,0
010100100111010(bin) = 10554(dec),10/31,31,1,11,0
010100100111011(bin) = 10555(dec),10/31,31,1,11,0
010100100111100(bin) = 10556(dec),10/31,31,1,11,0
010100100111101(bin) = 10557(dec),10/31,31,1,11,0
010100100111110(bin) = 10558(dec),10/31,31,1,11,0
010100100111111(bin) = 10559(dec),10/31,31,1,11,0
010100101000000(bin) = 10560(dec),10/31,31,1,11,0
010100101000001(bin) = 10561(dec),10/31,31,1,11,0
010100101000010(bin) = 10562(dec),10/31,31,1,11,0
010100101000011(bin) = 10563(dec),10/31,31,1,11,0
010100101000100(bin) = 10564(dec),10/31,31,1,11,0
010100101000101(bin) = 10565(dec),10/31,31,1,11,0
010100101000110(bin) = 10566(dec),10/31,31,1,11,0
